index,GUID,Name,HallOfFameStatus,HallofFameClass,YearDrafted,TO_YEAR,Years_Played,HOF_Elgibility_Year,Pick,Team,College,GP,MIN,PTS,FGM,FGA,FG%,3P_Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF,idPlayer,numberRound,BIRTHDATE,POSITION,AGE_ROOKIE_SEASON,Draft_Decade,numBallotsBeforeInduct,ML_Prediction,ConfusionMatrix
952,MIKENILES1980,Mike Niles,Not Inducted,,1980,1980,1,1985,200,,,44,5.3,2.6,1.1,3.1,34.8,0,0.1,50,0.4,0.8,45.9,0.6,0.7,1.3,0.3,0.2,0,0.6,1.4,,10,,,,,,0,True Negative
953,ROBBIEHUMMEL2013,Robbie Hummel,Not Inducted,,2013,2014,2,2019,200,,,53,12.4,3.4,1.3,3.3,37.9,0.6,1.7,36,0.3,0.3,93.8,0.7,1.8,2.5,0.4,0.3,0,0.2,4.4,,10,,,,,,0,True Negative
954,DAVIDANDERSEN2009,David Andersen,Not Inducted,,2009,2010,2,2015,200,,,63,14.1,5.8,2.3,5.4,43.2,0.4,1.2,34.6,0.7,1.1,68.7,0.9,2.4,3.3,0.7,0.2,0.2,0.6,6.3,,10,,,,,,0,True Negative
955,DONELLTAYLOR2005,Donell Taylor,Not Inducted,,2005,2006,2,2011,200,,,51,9.1,2.7,1,2.7,39,0.1,0.3,23.5,0.6,0.8,69.8,0.3,0.7,1,0.9,0.6,0.1,0.7,2.8,,10,,,,,,0,True Negative
956,STEPHENTHOMPSON1991,Stephen Thompson,Not Inducted,,1991,1991,1,1996,200,,,19,4.8,1.6,0.7,1.9,37.8,0,0.1,0,0.2,0.4,37.5,0.6,0.4,1,0.4,0.3,0.2,0.3,1.8,,10,,,,,,0,True Negative
957,MATTBONNER2004,Matt Bonner,Not Inducted,,2004,2015,12,2020,200,,,82,18.9,7.2,3,5.6,53.3,0.5,1.1,42.4,0.7,0.9,78.9,1.3,2.2,3.5,0.6,0.5,0.2,0.5,8.6,,10,,,,,,0,True Negative
958,MARKOJARIC2002,Marko Jaric,Not Inducted,,2002,2008,7,2013,200,,,66,20.9,7.4,2.7,6.8,40.1,0.8,2.5,31.9,1.2,1.6,75.2,0.5,1.9,2.4,2.9,1.5,0.2,1.6,8.4,,10,,,,,,0,True Negative
959,PAULMCPHERSON2000,Paul McPherson,Not Inducted,,2000,2000,1,2005,200,,,55,10.8,4.8,2,3.9,50.5,0,0.2,16.7,0.8,1.1,72.4,0.7,0.7,1.4,0.7,0.5,0.1,0.8,4.3,,10,,,,,,0,True Negative
960,KELENNAAZUBUIKE2006,Kelenna Azubuike,Not Inducted,,2006,2011,6,2016,200,,,41,16.3,7.1,2.4,5.4,44.5,0.8,1.9,43,1.5,1.9,78.2,0.6,1.7,2.3,0.7,0.5,0.2,0.9,6.5,,10,,,,,,0,True Negative
961,ANDRESNOCIONI2004,Andres Nocioni,Not Inducted,,2004,2011,8,2016,200,,,81,23.4,8.4,3,7.4,40.1,0.3,1.2,25.8,2.1,2.7,76.6,0.9,3.9,4.8,1.5,0.5,0.4,1.7,8.8,,10,,,,,,0,True Negative
976,ZYDRUNASILGAUSKAS1997,Zydrunas Ilgauskas,Not Inducted,,1997,2010,14,2015,200,,,82,29,13.9,5.5,10.7,51.8,0,0,25,2.8,3.7,76.2,3.4,5.4,8.8,0.9,0.6,1.6,1.8,18,,10,,,,,,1,False Positive
977,DONALDSLOAN2011,Donald Sloan,Not Inducted,,2011,2015,5,2020,200,,,33,20.3,5.5,2.4,6,39.9,0.1,0.8,8,0.7,0.9,76.7,0.5,1.5,2,3.2,0.4,0.1,1.5,5.9,,10,,,,,,0,True Negative
978,KURTRAMBIS1981,Kurt Rambis,Not Inducted,,1981,1994,14,1999,200,,,64,17.7,4.6,1.8,3.6,51.8,0,0,0,0.9,1.8,50.4,1.8,3.6,5.4,0.9,0.9,1.2,1.2,9.2,,10,,,,,,0,True Negative
979,FABRICIOOBERTO2005,Fabricio Oberto,Not Inducted,,2005,2010,6,2015,200,,,59,8.3,1.7,0.7,1.6,47.3,0,0,0,0.3,0.5,55.6,1,1.1,2.1,0.5,0.1,0.2,0.5,3.1,,10,,,,,,0,True Negative
980,CHARLESRJONES1998,Charles R. Jones,Not Inducted,,1998,1999,2,2004,200,,,29,16.4,3.7,1.3,4.2,31.7,0.7,2.1,31.1,0.4,0.8,50,0.3,1.1,1.4,1.4,0.6,0.2,1,3.1,,10,,,,,,0,True Negative
981,ANTHONYMORROW2008,Anthony Morrow,Not Inducted,,2008,2016,9,2021,200,,,67,22.6,10.1,3.8,8,47.8,1.3,2.7,46.7,1.2,1.4,87,1.2,1.8,3,1.2,0.5,0.2,0.8,9.9,,10,,,,,,1,False Positive
982,MARKBLOUNT2000,Mark Blount,Not Inducted,,2000,2008,9,2013,200,,,64,17.2,3.9,1.6,3.1,50.5,0,0,0,0.7,1,69.7,1.5,2.1,3.6,0.5,0.6,1.2,1,7,,10,,,,,,0,True Negative
983,SHAVLIKRANDOLPH2005,Shavlik Randolph,Not Inducted,,2005,2014,10,2019,200,,,57,8.5,2.3,0.8,1.7,45.4,0,0,0,0.8,1.2,60.6,1,1.4,2.3,0.3,0.3,0.2,0.4,3.7,,10,,,,,,0,True Negative
984,CLINTONWHEELER1987,Clinton Wheeler,Not Inducted,,1987,1988,2,1993,200,,,59,8.7,2.5,1.1,2.2,47,0,0,0,0.4,0.6,73.5,0.3,0.4,0.7,1.7,0.6,0,0.9,3.4,,10,,,,,,0,True Negative
985,MANNYHARRIS2010,Manny Harris,Not Inducted,,2010,2016,7,2021,200,,,54,17.3,5.9,2,5.4,37.4,0.6,1.7,37,1.3,1.7,76.3,0.7,1.9,2.6,1.6,0.6,0.1,1.2,5.9,,10,,,,,,0,True Negative
986,MARIOKASUN2004,Mario Kasun,Not Inducted,,2004,2005,2,2010,200,,,45,7.9,2.6,1,2.2,48,0,0,0,0.5,1,55.8,1.2,1.7,2.8,0.2,0.2,0.3,0.6,4,,10,,,,,,0,True Negative
987,ANTHONYGOLDWIRE1995,Anthony Goldwire,Not Inducted,,1995,2005,11,2010,200,,,42,14.8,5.5,1.8,4.5,40.2,0.8,2,39.8,1.1,1.4,76.7,0.2,0.8,1,2.7,0.4,0,1.5,5,,10,,,,,,0,True Negative
988,ZELJKOREBRACA2001,Zeljko Rebraca,Not Inducted,,2001,2005,5,2010,200,,,74,15.9,6.9,2.6,5.1,50.5,0,0,0,1.8,2.4,77.1,1.1,2.8,3.9,0.5,0.4,1,1.1,8.6,,10,,,,,,0,True Negative
989,LUISSCOLA2007,Luis Scola,Not Inducted,,2007,2016,10,2021,200,,,82,24.7,10.3,4.2,8.2,51.5,0,0,0,1.9,2.9,66.8,2.1,4.3,6.4,1.3,0.7,0.2,1.3,12.8,,10,,,,,,0,True Negative
990,CARLHERRERA1991,Carl Herrera,Not Inducted,,1991,1998,8,2003,200,,,43,13.2,4.4,1.9,3.7,51.6,0,0,0,0.6,1,56.8,0.8,1.5,2.3,0.6,0.4,0.6,0.9,5.2,,10,,,,,,0,True Negative
991,MEHMETOKUR2002,Mehmet Okur,Not Inducted,,2002,2011,10,2016,200,,,72,19,6.9,2.5,5.9,42.6,0.5,1.6,33.9,1.3,1.8,73.3,1.6,3,4.7,1,0.3,0.5,0.9,8.6,,10,,,,,,0,True Negative
992,MIROSLAVRADULJICA2013,Miroslav Raduljica,Not Inducted,,2013,2014,2,2019,200,,,48,9.7,3.8,1.4,2.6,54,0,0,0,0.9,1.1,81.8,1.1,1.1,2.3,0.5,0.1,0.3,0.6,4.9,,10,,,,,,0,True Negative
993,BOBTHORNTON1985,Bob Thornton,Not Inducted,,1985,1995,11,2000,200,,,71,18.6,4.7,1.8,3.9,45.6,0,0,0,1.2,2.3,53.1,1.6,2.5,4.1,0.6,0.4,0.1,1.2,5.6,,10,,,,,,0,True Negative
994,ANTHONYCOOK1990,Anthony Cook,Not Inducted,,1990,1995,6,2000,200,,,58,19.3,5.3,2,4.9,41.7,0,0.1,0,1.2,2.2,55,2.3,3.3,5.6,0.4,0.6,1.2,0.9,8.5,,10,,,,,,0,True Negative
995,RYANBOWEN1999,Ryan Bowen,Not Inducted,,1999,2009,11,2014,200,,,52,11.3,2.5,0.9,2.3,39.3,0,0.2,11.1,0.7,1,71.7,1.4,0.8,2.2,0.4,0.8,0.3,0.3,4.2,,10,,,,,,0,True Negative
996,NATEJOHNSTON1989,Nate Johnston,Not Inducted,,1989,1989,1,1994,200,,,21,4.1,2.2,0.9,2.3,37.5,0,0.2,25,0.4,0.6,69.2,0.6,0.5,1.1,0,0.1,0.4,0.3,2,,10,,,,,,0,True Negative
997,SAMMITCHELL1989,Sam Mitchell,Not Inducted,,1989,2001,13,2006,200,,,80,30.2,12.7,4.7,10.4,44.6,0,0.1,0,3.4,4.4,76.8,2.3,3.5,5.8,1.1,0.8,0.7,1.2,13.1,,10,,,,,,0,True Negative
998,MARKBRADTKE1996,Mark Bradtke,Not Inducted,,1996,1996,1,2001,200,,,36,7,1.6,0.7,1.6,43.1,0,0,0,0.3,0.4,69.2,0.7,1.2,1.9,0.2,0.1,0.1,0.3,2.7,,10,,,,,,0,True Negative
999,CHUCKYATKINS1999,Chucky Atkins,Not Inducted,,1999,2009,11,2014,200,,,82,19.8,9.5,3.8,9,42.4,0.7,2,35,1.2,1.6,72.9,0.2,1.3,1.5,3.7,0.6,0,1.7,8.1,,10,,,,,,0,True Negative
1000,BENUZOH2010,Ben Uzoh,Not Inducted,,2010,2011,2,2016,200,,,42,10.4,3.8,1.5,3.4,42.4,0.1,0.2,37.5,0.8,1.3,58.9,0.7,0.7,1.5,1.6,0.3,0.2,0.6,4.2,,10,,,,,,0,True Negative
1003,TRACYMOORE1991,Tracy Moore,Not Inducted,,1991,1996,6,2001,200,,,42,18.6,8.5,3.1,7.7,40,0.7,2,35.7,1.5,1.9,83.3,0.7,1.2,2,1.1,0.8,0.1,1.1,6.4,,10,,,,,,0,True Negative
1004,LINTONJOHNSON2003,Linton Johnson,Not Inducted,,2003,2008,6,2013,200,,,41,17.9,4.2,1.8,5,35.5,0.2,0.8,21.2,0.5,0.9,59.5,1.4,3,4.5,0.7,0.9,0.8,0.9,6.6,,10,,,,,,0,True Negative
1005,SCOTTBROOKS1988,Scott Brooks,Not Inducted,,1988,1997,10,2002,200,,,82,16.7,5.2,1.9,4.5,42,0.7,1.9,35.9,0.7,0.8,88.4,0.2,0.9,1.1,3.7,0.8,0,0.8,7.5,,10,,,,,,0,True Negative
1006,KEVINBURLESON2005,Kevin Burleson,Not Inducted,,2005,2005,1,2010,200,,,39,8.7,1.8,0.6,2.3,25,0.3,1.4,18.5,0.4,0.4,94.1,0.1,0.6,0.7,1.2,0.7,0.1,0.6,2.1,,10,,,,,,0,True Negative
1007,ANDREBARRETT2004,Andre Barrett,Not Inducted,,2004,2007,4,2012,200,,,38,12.7,3.1,1.2,3.3,36.3,0.4,1.4,26.9,0.4,0.5,73.7,0.3,0.8,1.1,1.8,0.5,0,0.7,3.6,,10,,,,,,0,True Negative
1008,ALEXANDERVOLKOV1989,Alexander Volkov,Not Inducted,,1989,1991,3,1996,200,,,72,13,5,1.9,3.9,48.2,0.2,0.5,38.2,1,1.7,58.3,0.7,0.9,1.7,1.2,0.5,0.3,0.7,5.1,,10,,,,,,0,True Negative
1009,ALEXEYSHVED2012,Alexey Shved,Not Inducted,,2012,2014,3,2019,200,,,77,23.9,8.6,3.1,8.2,37.2,1.1,3.7,29.5,1.4,1.9,72,0.5,1.7,2.3,3.7,0.7,0.3,1.9,8,,10,,,,,,0,True Negative
1010,ADRIANCALDWELL1989,Adrian Caldwell,Not Inducted,,1989,1997,9,2002,200,,,51,6.5,1.9,0.8,1.5,55.3,0,0,0,0.3,0.5,46.4,0.7,1.4,2.1,0.1,0.2,0.3,0.6,3.2,,10,,,,,,0,True Negative
1011,MICHAELHOLTON1984,Michael Holton,Not Inducted,,1984,1989,6,1994,200,,,74,23.8,8.4,3.5,7.8,44.6,0.2,0.6,31.1,1.3,1.6,81.4,0.4,1.4,1.8,2.7,0.8,0.1,1.7,7.5,,10,,,,,,0,True Negative
1012,YAKHOUBADIAWARA2006,Yakhouba Diawara,Not Inducted,,2006,2009,4,2014,200,,,64,18.4,4.4,1.6,4.6,34.2,0.8,2.7,28.8,0.5,0.8,66,0.4,1.3,1.7,0.9,0.5,0.1,0.6,3.7,,10,,,,,,0,True Negative
1013,ANTHONYCARTER1999,Anthony Carter,Not Inducted,,1999,2011,13,2016,200,,,79,23.5,6.3,2.5,6.4,39.5,0,0.3,13,1.2,1.6,75,0.6,1.9,2.5,4.8,1.2,0.1,2.2,8.4,,10,,,,,,0,True Negative
1014,RUDYFERNANDEZ2008,Rudy Fernandez,Not Inducted,,2008,2011,4,2016,200,,,78,25.6,10.4,3.4,8.1,42.5,2,5.1,39.9,1.5,1.8,83.9,0.6,2.1,2.7,2,0.9,0.1,1.1,10.1,,10,,,,,,0,True Negative
1015,ANDRESPENCER1992,Andre Spencer,Not Inducted,,1992,1993,2,1998,200,,,20,21.1,9.4,3.7,8.2,44.8,0,0.1,0,2.1,2.7,75.9,1.9,2.2,4.1,1.2,0.8,0.3,1.3,9.4,,10,,,,,,0,True Negative
1016,POOHJETER2010,Pooh Jeter,Not Inducted,,2010,2010,1,2015,200,,,62,13.8,4.1,1.7,4.2,40.9,0.1,0.5,20,0.6,0.7,90.2,0.1,1,1.1,2.6,0.5,0,0.8,5,,10,,,,,,0,True Negative
1017,MIKEBATISTE2002,Mike Batiste,Not Inducted,,2002,2002,1,2007,200,,,75,16.6,6.4,2.6,6.2,42.2,0.2,1.1,22.2,0.9,1.2,78.4,1.1,2.3,3.4,0.7,0.6,0.2,0.9,6.5,,10,,,,,,0,True Negative
1018,SEANLAMPLEY2002,Sean Lampley,Not Inducted,,2002,2003,2,2008,200,,,35,13.9,4.8,1.6,3.7,43.4,0,0.1,0,1.6,2.3,69.5,0.7,1.6,2.4,0.9,0.2,0.1,0.7,4.9,,10,,,,,,0,True Negative
1019,DUANEFERRELL1988,Duane Ferrell,Not Inducted,,1988,1998,11,2003,200,,,41,5.6,2.4,0.9,2,42.2,0,0,0,0.7,1.1,68.2,0.5,0.5,1,0.2,0.2,0.1,0.3,2.2,,10,,,,,,0,True Negative
1020,SEMIHERDEN2010,Semih Erden,Not Inducted,,2010,2011,2,2016,200,,,41,14.5,4,1.5,2.7,55.9,0,0,0,1,1.5,65,0.9,2,2.9,0.5,0.4,0.6,0.8,5.8,,10,,,,,,0,True Negative
1021,EDGARJONES1980,Edgar Jones,Not Inducted,,1980,1985,6,1990,200,,,60,15.8,8.7,3.2,6,52.9,0,0.1,0,2.4,3.6,67,1.5,2.9,4.4,0.7,0.6,1.4,1.7,10.1,,10,,,,,,1,False Positive
1022,LAMARPATTERSON2015,Lamar Patterson,Not Inducted,,2015,2016,2,2021,200,,,35,11.3,2.4,0.8,2.3,35,0.3,1.4,24.5,0.5,0.6,72.7,0.1,1.3,1.4,1.1,0.3,0.1,0.7,2.9,,10,,,,,,0,True Negative
1023,GERALDFITCH2005,Gerald Fitch,Not Inducted,,2005,2005,1,2010,200,,,18,13.3,4.7,1.7,4.9,33.7,0.4,1.4,26.9,0.9,1.3,73.9,0.4,1.3,1.7,1.8,0.4,0.3,0.8,4.4,,10,,,,,,0,True Negative
1024,WARRENKIDD1993,Warren Kidd,Not Inducted,,1993,1993,1,1998,200,,,68,13,3.6,1.5,2.5,59.2,0,0,0,0.7,1.3,54.7,1.1,2.3,3.4,0.3,0.3,0.3,0.7,5.7,,10,,,,,,0,True Negative
1025,MARTYCONLON1991,Marty Conlon,Not Inducted,,1991,1999,9,2004,200,,,45,8.5,2.7,1.1,2.2,47.5,0,0,0,0.5,0.7,75,0.7,0.8,1.5,0.3,0.2,0.2,0.6,2.9,,10,,,,,,0,True Negative
1026,VICTORCLAVER2012,Victor Claver,Not Inducted,,2012,2014,3,2019,200,,,49,16.6,3.8,1.5,3.9,39.2,0.5,1.8,28.7,0.3,0.6,46.7,0.6,1.8,2.4,0.9,0.5,0.2,0.9,4.3,,10,,,,,,0,True Negative
1027,ANDREIKIRILENKO2001,Andrei Kirilenko,Not Inducted,,2001,2014,14,2019,200,,,82,26.2,10.7,3.5,7.7,45,0.3,1.2,25,3.5,4.5,76.8,1.8,3.1,4.9,1.1,1.4,1.9,1.3,13.5,,10,,,,,,1,False Positive
1028,WINSTONBENNETT1989,Winston Bennett,Not Inducted,,1989,1991,3,1996,200,,,55,18,6.1,2.5,5.2,47.9,0,0,0,1.2,1.7,66.7,1.5,1.9,3.4,1,0.4,0.2,1.1,6.7,,10,,,,,,0,True Negative
1029,TARENCEKINSEY2006,Tarence Kinsey,Not Inducted,,2006,2008,3,2013,200,,,48,20.1,7.7,2.9,6.3,45.7,0.3,1,28.3,1.6,2,79.6,0.6,1.4,2,0.9,1.1,0,1,6.9,,10,,,,,,0,True Negative
1030,LARRYROBINSON1990,Larry Robinson,Not Inducted,,1990,2001,12,2006,200,,,36,11.8,3.9,1.7,4.2,41.3,0,0,0,0.4,0.8,55.6,0.8,0.6,1.4,1,0.4,0,0.8,3.2,,10,,,,,,0,True Negative
1031,JIMLES1988,Jim Les,Not Inducted,,1988,1994,7,1999,200,,,82,9.5,1.7,0.5,1.6,30.1,0,0.2,7.1,0.7,0.9,78.1,0.3,0.8,1.1,2.6,0.3,0.1,1.1,3.4,,10,,,,,,0,True Negative
1032,QUINTONROSS2004,Quinton Ross,Not Inducted,,2004,2010,7,2015,200,,,78,21.3,5.1,2.1,4.8,43.2,0,0.1,25,0.9,1.4,67.3,0.8,1.9,2.7,1.4,0.7,0.3,0.7,6.2,,10,,,,,,0,True Negative
1033,ETANTHOMAS2001,Etan Thomas,Not Inducted,,2001,2010,10,2015,200,,,47,13.1,4.3,1.7,3.2,53.6,0,0,0,0.9,1.6,55.4,1.2,2.7,3.9,0.1,0.4,0.7,0.6,6.7,,10,,,,,,0,True Negative
1034,EDMUNDSHEROD1982,Edmund Sherod,Not Inducted,,1982,1982,1,1987,200,,,64,25.4,6.2,2.7,6.6,40.6,0,0.2,7.7,0.8,1.3,65,0.7,1.7,2.3,4.9,1.5,0.2,1.6,9.1,,10,,,,,,0,True Negative
1035,RONCAVENALL1984,Ron Cavenall,Not Inducted,,1984,1988,5,1993,200,,,53,12.3,1.5,0.5,1.6,32.6,0,0,0,0.4,0.7,56.4,1,2.1,3.1,0.4,0.2,0.8,0.8,3.7,,10,,,,,,0,True Negative
1036,FURKANALDEMIR2014,Furkan Aldemir,Not Inducted,,2014,2014,1,2019,200,,,41,13.2,2.3,1,1.9,51.3,0,0.1,0,0.3,0.7,48.1,1.9,2.4,4.3,0.7,0.4,0.4,0.4,6.4,,10,,,,,,0,True Negative
1037,CALVINGARRETT1980,Calvin Garrett,Not Inducted,,1980,1983,4,1988,200,,,70,23.4,6.1,2.7,5.9,45.3,0,0,33.3,0.7,0.9,80.6,1.2,2.6,3.8,1.9,0.7,0.1,1.3,7.9,,10,,,,,,0,True Negative
1038,MARLONGARNETT1998,Marlon Garnett,Not Inducted,,1998,1998,1,2003,200,,,24,8.5,2.1,0.6,2.1,29.4,0.3,1,26.1,0.6,0.8,75,0.1,0.8,0.9,0.8,0.2,0,0.5,1.8,,10,,,,,,0,True Negative
1039,TODDMUNDT1995,Todd Mundt,Not Inducted,,1995,1995,1,2000,200,,,33,4.6,1.1,0.5,1.2,39,0,0,0,0.2,0.2,62.5,0.3,0.5,0.8,0.1,0.1,0.1,0.1,1.3,,10,,,,,,0,True Negative
1040,PABLOPRIGIONI2012,Pablo Prigioni,Not Inducted,,2012,2015,4,2020,200,,,78,16.2,3.5,1.3,2.8,45.5,0.7,1.7,39.6,0.3,0.3,88,0.5,1.3,1.8,3,0.9,0,1.1,6.6,,10,,,,,,0,True Negative
1041,DAVIDBENOIT1991,David Benoit,Not Inducted,,1991,2000,10,2005,200,,,77,15.1,5.6,2.3,4.9,46.7,0,0.2,21.4,1.1,1.3,81,1.4,2.5,3.8,0.4,0.3,0.6,0.9,7,,10,,,,,,0,True Negative
1042,BRIANDAVIS1993,Brian Davis,Not Inducted,,1993,1993,1,1998,200,,,68,5.5,1.9,0.6,1.9,31.7,0,0,33.3,0.7,1,73.5,0.3,0.5,0.8,0.3,0.2,0.1,0.3,1.5,,10,,,,,,0,True Negative
1043,MICKELLGLADNESS2011,Mickell Gladness,Not Inducted,,2011,2011,1,2016,200,,,26,9.7,2.2,1,2.3,42.4,0,0,0,0.2,0.5,50,0.5,1.7,2.2,0.2,0.1,0.8,0.3,3.7,,10,,,,,,0,True Negative
1044,LYNNGREER2006,Lynn Greer,Not Inducted,,2006,2006,1,2011,200,,,41,10.5,4.1,1.5,3.4,43.3,0.4,1.3,34.6,0.7,0.8,84.4,0,0.6,0.7,1.3,0.4,0,0.4,4,,10,,,,,,0,True Negative
1045,BENCOLEMAN1986,Ben Coleman,Not Inducted,,1986,1993,8,1998,200,,,68,15.1,6.6,2.7,4.6,58.1,0,0,0,1.3,1.8,72.7,1.5,2.8,4.2,0.5,0.5,0.5,1.4,8.6,,10,,,,,,0,True Negative
1046,ANTONIODAVIS1993,Antonio Davis,Not Inducted,,1993,2005,13,2010,200,,,81,21.4,7.7,2.7,5.2,50.8,0,0,0,2.4,3.7,64.2,2.3,3.9,6.2,0.7,0.6,1,1.3,11,,10,,,,,,0,True Negative
1047,GIGIDATOME2013,Gigi Datome,Not Inducted,,2013,2014,2,2019,200,,,34,7,2.4,1,2.9,35.1,0.2,1.1,17.9,0.2,0.3,80,0.4,0.9,1.4,0.3,0.2,0,0.3,2.1,,10,,,,,,0,True Negative
1048,TIAGOSPLITTER2010,Tiago Splitter,Not Inducted,,2010,2016,7,2021,200,,,60,12.3,4.6,1.7,3.2,52.9,0,0,0,1.3,2.3,54.3,1.2,2.1,3.4,0.4,0.5,0.3,0.5,6.1,,10,,,,,,0,True Negative
1049,MARKDAVIS1988,Mark Davis,Not Inducted,,1988,1988,1,1993,200,,,33,7.8,3.8,1.5,3.1,48,0,0.3,10,0.8,1,82.4,0.5,0.6,1.1,0.4,0.4,0.1,0.4,3.8,,10,,,,,,0,True Negative
1050,JOHNCROTTY1992,John Crotty,Not Inducted,,1992,2002,11,2007,200,,,40,6.1,2.6,0.9,1.8,51.4,0.1,0.4,14.3,0.7,1,68.4,0.1,0.3,0.4,1.4,0.3,0,0.8,2.7,,10,,,,,,0,True Negative
1051,RICHARDDUMAS1992,Richard Dumas,Not Inducted,,1992,1995,4,2000,200,,,48,27.5,15.8,6.3,12,52.4,0,0.1,33.3,3.2,4.5,70.7,2.1,2.6,4.6,1.3,1.8,0.8,1.9,15.3,,10,,,,,,1,False Positive
1052,MARCUSLANDRY2009,Marcus Landry,Not Inducted,,2009,2009,1,2014,200,,,18,6.2,2.4,0.9,2.4,37.2,0.5,1.6,32.1,0.2,0.3,60,0.3,0.8,1.1,0,0.1,0.1,0.3,1.7,,10,,,,,,0,True Negative
1053,CHARLESSMITH1989,Charles Smith,Not Inducted,,1989,1995,7,2000,200,,,60,8.7,2.9,1,2.2,44.4,0,0.1,0,0.9,1.3,69.7,0.2,0.9,1.2,1.7,0.6,0.1,0.6,4.1,,10,,,,,,0,True Negative
1054,LLOYDDANIELS1992,Lloyd Daniels,Not Inducted,,1992,1997,6,2002,200,,,77,20.4,9.1,3.7,8.4,44.3,0.8,2.3,33.3,0.9,1.3,72.7,1.1,1.7,2.8,1.9,0.5,0.4,1.3,8.4,,10,,,,,,0,True Negative
1055,NANDODECOLO2012,Nando De Colo,Not Inducted,,2012,2013,2,2018,200,,,72,12.8,3.8,1.5,3.3,43.6,0.4,1.1,37.8,0.5,0.6,79.5,0.3,1.6,1.9,1.9,0.6,0.1,1.1,5.2,,10,,,,,,0,True Negative
1056,GERALDBROWN1998,Gerald Brown,Not Inducted,,1998,1998,1,2003,200,,,33,7.2,2.4,1,2.7,37.1,0.1,0.3,30,0.3,0.4,78.6,0.2,0.5,0.7,0.9,0.1,0,0.7,1.8,,10,,,,,,0,True Negative
1057,MILTWAGNER1987,Milt Wagner,Not Inducted,,1987,1990,4,1995,200,,,40,9.5,3.8,1.6,3.7,42.2,0.1,0.3,20,0.7,0.7,89.7,0.1,0.6,0.7,1.5,0.1,0.1,0.6,3.5,,10,,,,,,0,True Negative
1058,FRANCISCOELSON2003,Francisco Elson,Not Inducted,,2003,2011,9,2016,200,,,62,14.1,3.5,1.5,3.2,47.2,0,0,0,0.5,0.7,66.7,1,2.2,3.3,0.5,0.6,0.6,0.6,6,,10,,,,,,0,True Negative
1059,BILLYTHOMAS2004,Billy Thomas,Not Inducted,,2004,2007,4,2012,200,,,25,14.2,3.7,1.4,3.8,36.2,0.7,2.2,30.4,0.3,0.4,77.8,0.3,1.2,1.4,0.7,0.6,0,0.4,3.6,,10,,,,,,0,True Negative
1060,COREYCROWDER1991,Corey Crowder,Not Inducted,,1991,1994,4,1999,200,,,51,6.4,2.2,0.8,2.2,38.4,0.3,0.6,43.3,0.3,0.4,83.3,0.3,0.5,0.8,0.3,0.1,0,0.3,1.9,,10,,,,,,0,True Negative
1061,DAVEHOPPEN1987,Dave Hoppen,Not Inducted,,1987,1992,6,1997,200,,,39,16.5,5.7,2.2,4.7,45.9,0,0,0,1.4,1.6,87.1,1.5,3,4.5,0.8,0.3,0.1,0.9,7.8,,10,,,,,,0,True Negative
1062,ZANTABAK1994,Zan Tabak,Not Inducted,,1994,2000,7,2005,200,,,37,4.9,2,0.6,1.4,45.3,0,0,0,0.7,1.2,61.4,0.6,0.9,1.5,0.1,0.1,0.2,0.5,2.2,,10,,,,,,0,True Negative
1063,NIKOLAPEKOVIC2010,Nikola Pekovic,Not Inducted,,2010,2016,7,2021,200,,,65,13.6,5.5,2.1,4,51.7,0,0,0,1.3,1.8,76.3,1.4,1.6,3,0.4,0.3,0.5,1.4,6,,10,,,,,,0,True Negative
1064,JOHNSTARKS1988,John Starks,Not Inducted,,1988,2001,14,2006,200,,,36,8.8,4.1,1.4,3.5,40.8,0.3,0.7,38.5,0.9,1.4,65.4,0.4,0.7,1.1,0.8,0.6,0.1,1.1,3,,10,,,,,,0,True Negative
1065,CHRISTIANEYENGA2010,Christian Eyenga,Not Inducted,,2010,2011,2,2016,200,,,44,21.5,6.9,3,7,42.5,0.6,2.1,27.5,0.4,0.6,64.3,0.6,2.2,2.8,0.8,0.8,0.6,1.1,6.6,,10,,,,,,0,True Negative
1066,GREGBUCKNER1999,Greg Buckner,Not Inducted,,1999,2008,10,2013,200,,,48,19.2,5.7,2.3,4.9,47.6,0.2,0.5,38.5,0.9,1.3,68.3,1.2,2.5,3.6,1.1,0.8,0.4,0.8,8,,10,,,,,,0,True Negative
1067,LORENZOWILLIAMS1992,Lorenzo Williams,Not Inducted,,1992,1999,8,2004,200,,,27,6.6,1.3,0.6,1.3,47.2,0,0,0,0.1,0.3,28.6,0.6,1.4,2,0.2,0.2,0.6,0.3,3.2,,10,,,,,,0,True Negative
1068,HENRYJAMES1990,Henry James,Not Inducted,,1990,1997,8,2002,200,,,37,13.6,8.1,3,6.9,44.1,0.6,1.6,40,1.4,1.9,72.2,0.7,1.4,2.1,0.9,0.4,0.1,1,6.3,,10,,,,,,0,True Negative
1069,GERALDPADDIO1990,Gerald Paddio,Not Inducted,,1990,1993,4,1998,200,,,70,16.9,7.2,3,7.2,41.9,0.1,0.3,25,1.1,1.3,79.6,0.5,1.1,1.7,1.3,0.3,0.1,1,5.1,,10,,,,,,0,True Negative
